Zip Code,Asian percent,Hispanic or Latino percent,White percent,Total population,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
78073,0.2,75,90.1,9269,92000,118000,153750
78076,0.8,93.6,94.9,13202,57000,82250,41400
78101,0.3,30.4,88.2,6911,251000,254000,372000
78102,0.6,58.6,86.1,28648,213000,413250,550000
78108,2.7,31.7,67.8,35986,145000,268850,310850
78109,3.3,40,53.8,40093,613800,908050,942800
78112,0.1,70.7,82.1,8129,101650,179900,180800
78113,0,16.5,96.8,2877,94000,128150,102000
78114,0.5,50.8,93.4,22409,384800,753550,599050
78118,0.2,65.5,69.6,3862,74000,153750,212950
78119,0.1,57.9,62.5,7521,190000,344850,379250
78121,0.1,19.5,92.9,12726,188000,300750,278000
78123,0,34.2,80.4,2527,32000,64000,27000
78124,0.2,30.5,76.7,5961,68650,103050,96300
78130,1.3,36.6,90,70055,1094000,1545850,2228150
78132,0.7,17.2,91.8,26918,270000,427700,441800
78133,0.4,18.4,91.4,18942,277000,364050,509750
78140,0,74.4,48.3,3736,74000,69650,167400
78146,0,37.7,93.9,559,31000,40000,44000
78147,0,61.6,97.1,2156,33000,85200,101000
78148,2.3,31.5,73.2,21456,273000,600800,794950
78151,0,68.7,62.1,1529,2000,11000,18000
78152,0,13.4,95.7,2155,52000,54000,63000
78154,3.4,30.5,68.8,38293,437000,828800,919000
78155,1.2,45.2,70.5,47469,802750,1009550,974400
78160,0.8,30.4,96,4424,229000,256500,268850
78161,3.2,16.9,89,628,30000,22000,38000
78163,0.2,27,86.7,10703,104000,172000,258150
78164,0,26.8,84.6,3048,223500,258500,258000
78201,0.6,83.7,85.7,47500,704700,1230750,1220900
78202,0.1,63.9,50.9,12178,75000,47800,44000
78203,0.3,68.6,56.5,6456,35000,34550,57000
78204,0.8,84.5,76.8,12454,35000,45500,48850
78205,0,44.2,84.2,1041,51000,82000,61000
78207,0.3,93.2,84.6,54071,375700,490450,458650
78208,0,72.3,62.3,4704,54000,144350,156150
78209,2,28.2,89.2,41274,322450,585700,626300
78210,0.3,81.8,71.2,37801,264000,321850,450100
78211,0,95.8,87.9,31952,344000,572500,552150
78212,1.6,64.2,86.9,28664,535950,763650,866550
78213,1.2,68.1,86.2,43394,344650,467700,486400
78214,0.2,91.2,82,26013,292350,492250,415550
78215,2,47.6,81.2,2686,41000,36300,44000
78216,2.6,55.9,82.6,41042,671450,1168150,1267700
78217,2.4,46.3,77.7,33803,600500,989000,1088100
78218,3.5,54.5,68.7,35384,348400,572250,666050
78219,1.5,44.6,56.8,16376,292800,528000,551500
78220,0.8,48,41.2,16833,87950,165400,202000
78221,0.4,88.5,84.7,40249,472600,760250,723050
78222,1.2,62.1,69,24189,223000,301000,320900
78223,0.4,80.6,82.4,54517,697000,1176550,1358200
78224,0.3,91.5,88.2,21636,247750,397250,469350
78225,0.2,95.3,85.4,13933,145000,208950,273600
78226,0.4,92.4,79.8,6755,42000,55000,76000
78227,1.4,81.7,85.3,49793,424650,623800,769850
78228,0.7,87.9,90.1,62371,567800,852600,955050
78229,5.7,50.3,76.3,32338,181000,207500,181800
78230,3.7,49.1,84.6,45104,456650,679550,692250
78231,2.7,33.3,91.1,8453,89000,255000,184950
78232,1.9,32.5,86.6,38054,346000,649000,597250
78233,2.7,45,78.8,47700,505850,872800,792600
78237,0.3,96,88,37508,433000,561700,607450
78238,3.6,69.2,81.3,25300,381850,489350,498100
78239,2.9,45.4,67.4,28373,179600,216850,314200
78240,12.2,45.7,74.6,58207,435600,583150,647550
78242,0.5,87.4,87.2,33219,169000,260200,280600
78244,1.6,49.5,53.4,30618,153000,169700,177800
78245,1.6,67.4,78.1,72277,281000,501650,497500
78247,1.8,43.3,86,52885,779850,1443000,1994200
78248,3.3,25.2,91.3,14372,91000,141700,154000
78249,6.6,47,75.2,56674,403700,521850,651400
78250,3.9,61.2,78,60906,815050,1182350,1241550
78251,3.5,61.5,77.2,58522,811200,1430950,1404000
78252,0.3,72.9,82.5,10593,47000,112500,162000
78253,3.5,45.5,79.4,41188,216000,450150,554300
78254,2.2,55.7,82.2,56329,179900,267050,326000
78255,6.5,38.6,82.3,14507,36000,84000,122000
78257,4.9,43.7,86.3,6107,192050,299400,372950
78258,8.8,30.8,78.7,45966,172150,251300,316250
78259,5.3,31.7,82.1,25873,700,1000,7000
78260,4.5,31.8,84.2,27907,206850,266000,326150
78263,0,25.1,76,5072,24000,44000,41850
78264,1.3,76.8,82.1,10188,168000,240100,240000
78266,2.8,18.1,77.5,6746,25050,85000,72000
78332,0.8,85.3,96.4,28641,659250,829750,806350
78336,0.5,45.7,89.3,11828,433600,780600,674350
78340,0,19.7,77,461,14000,35000,26600
78341,0,97,91.4,2100,14000,33000,27000
78343,0.2,74.1,93.6,4374,72000,109600,140800
78355,0,93.5,88.3,7309,100000,93700,103000
78357,0,78.7,87.9,2912,64000,67250,73600
78359,2.5,86.4,91.8,2056,22000,39450,34300
78361,0,94,97.7,5357,56000,116100,81000
78362,1.4,43.1,85.7,9907,122000,224450,177350
78363,2.1,73.1,87.2,29963,501000,875100,797850
78368,0.2,72,94.6,9620,284450,332300,372700
78370,0.3,73.5,96.1,4718,45000,64100,64000
78372,0,58.8,96.2,6233,30000,67150,35000
78373,1.8,3.4,95.3,4084,82000,117250,82000
78374,1.3,38,94.6,17661,240000,524000,439050
78375,0,86.8,91.1,3055,84000,70000,42300
78377,0,56,73,3770,75000,122000,126400
78379,0.5,58.2,94.4,1576,45000,53100,42000
78380,0.2,78.7,95.2,24126,243000,398500,302000
78382,2.2,25.7,88.2,21537,442000,590850,555800
78383,0,37.8,96.4,4077,27000,96000,117000
78384,0,90.8,84.2,5635,48000,82600,85000
78387,1.6,68.8,92.7,10062,73550,93750,116000
78389,0,69.7,97.1,1623,103000,171600,280400
78390,0.1,74,91.4,5197,26000,85600,54000
78393,0,45.7,87.2,2130,41000,42000,51000
78401,0.4,59.4,86.3,5445,58000,81600,54050
78402,0,9.6,88.2,272,54000,68300,43650
78404,1.4,67.8,87,18467,125000,184450,166500
78405,0,90.9,85.8,15469,145600,253550,270900
78407,0.2,65.3,72.4,3456,28000,57000,62000
78408,0.7,83.3,88.6,12606,289000,426350,453950
78409,0,74.2,96.8,2733,17000,22000,23000
78410,1.4,55,91.7,27087,581000,964900,767700
78411,1.7,63,89.7,26570,660000,851950,939300
78412,2.5,55.9,88.5,39286,325100,641400,619850
78413,3.4,58.6,86.6,40070,377000,740500,672650
78414,5.5,51.9,85.2,38343,292000,534850,412900
78415,0.3,81.9,91.1,40496,289650,445200,361350
78416,0,90.2,87.4,15493,61150,183250,203850
78417,0.2,85.9,82.5,4176,3000,37450,56000
78418,3.5,26.3,88.2,31120,345000,758400,855800
78501,1.7,88,78.6,64340,643250,1020550,931050
78503,1.8,90.5,73.5,22877,154900,274600,260750
78504,3.9,78.9,85,53665,298000,466600,355300
78516,0,92.1,93.3,35223,100000,193450,217600
78520,0.5,93.3,96.3,62804,384750,412350,459700
78521,0.4,96.1,95.9,92975,475000,778450,1054600
78526,1.3,91.4,93.8,47125,60000,115500,109800
78535,0,82.3,98.7,678,13000,21000,17000
78537,0.2,93.4,88.9,45606,75000,99950,98850
78538,0,98.1,92.1,10912,2000,10000,6000
78539,4.8,85.7,85.4,34991,844700,1022100,840550
78541,0.2,93.3,89.9,44387,134000,267300,249350
78542,0.3,93.4,89.3,75822,85400,112700,122000
78543,0,99.2,97.6,8886,8400,20700,29350
78548,0,100,100,649,2000,3000,4000
78550,1,82.6,92.3,52746,265000,357250,339150
78552,0.9,78.3,91.4,38352,108000,170400,186000
78557,0,99.2,73.4,13859,36000,31400,37000
78558,0,100,96.2,1121,12000,14350,22000
78559,1.3,88.5,92.8,12579,40950,72650,47000
78560,0,95.8,93.7,4846,34000,73700,46000
78562,0,98.6,89.2,4099,7000,6100,8000
78566,0.2,87.6,92.6,18120,27000,67450,54000
78567,0,94.8,98.8,521,10000,7000,8000
78570,0,96.3,86.4,34560,48000,92800,75700
78572,1.8,87,91.5,78770,467000,606900,770150
78573,0.9,95.4,92.5,38420,84200,142850,123900
78574,0.2,94.4,94.8,61238,87000,127350,131450
78575,2.6,86.2,92.8,9762,28000,59400,44700
78576,0,98.7,96.3,11044,35000,89700,109000
78577,0.3,94.3,92.7,76821,218550,258350,272250
78578,1.2,69.9,93.7,11727,52000,102500,116000
78580,0.1,88.1,95.2,14943,67450,81850,72700
78582,0.2,98.9,95.1,42644,161800,267650,309100
78583,0.1,76.1,97.8,6820,6000,9000,7000
78584,0,99.8,94.9,18757,83000,87500,86350
78586,0.2,94.6,92.3,56086,214950,242950,202000
78589,0,97.3,95.7,40709,144150,196550,202450
78593,0,97.2,90.3,6114,6900,13850,2950
78595,0,99,97.4,6330,5000,1000,15000
78596,0.8,91.4,87.1,65013,197600,222300,204450
78597,0,30.8,95.1,2856,55000,60600,63000
78602,1.4,30.5,81.6,28027,430350,643350,756200
78605,1.1,19.6,95.5,5955,72000,66350,52000
78606,1.1,23.6,86.9,5552,73000,115800,176350
78609,0,2.7,98.5,1948,43000,70000,81000
78610,1.6,39.5,84.6,32692,233000,435450,712250
78611,0.3,21.5,92.3,13016,289350,398850,546850
78612,0.7,44.1,71.4,12484,129000,251350,292650
78613,8.3,18.6,81.4,77779,626950,793350,856450
78615,0,20.4,97.1,931,28000,48800,19000
78616,0,57.8,84.6,7518,14000,40000,58000
78617,1.6,72.8,51.2,27900,154000,229650,245000
78620,0.7,16.8,94.9,15452,202550,253500,383600
78621,0.5,39.2,73.3,22261,272000,461150,408050
78624,0.1,21.8,92.8,21687,296000,363750,588750
78626,1.1,33,88.1,32529,253000,284950,331800
78628,0.8,15.1,91.8,30322,383550,522250,550600
78629,0.1,44,60.3,12341,187000,366450,311100
78631,0,19.1,98.1,2729,34000,34300,38950
78633,1.2,6,95.2,24727,46000,61000,105000
78634,1.7,32.2,77.6,29770,135000,268000,374800
78636,0.1,16.1,96.8,3882,52000,70950,116650
78639,0.9,9.3,95.9,8046,113000,189800,184400
78640,0.7,53.8,85.2,52981,511000,709600,758000
78641,2.7,24,86.2,60135,440750,612150,624000
78642,0.3,10.6,93.3,11087,202000,366300,451250
78643,0.1,17.4,86.6,5901,48000,88850,103650
78644,2.1,51.2,77.1,18287,223000,419750,348050
78645,0.8,11.2,93,10705,112000,95550,96000
78648,0.3,42.8,75.7,7791,145000,197850,139900
78650,0.1,40.9,80.8,1663,20300,35000,29850
78652,0.5,37.1,90.2,4965,52500,76000,20000
78653,1.6,46.9,54,20822,299250,428550,674850
78654,0.9,27.4,94.3,18488,236000,365800,358150
78655,0,69.4,81.2,3415,4000,40650,44000
78656,0,69,88.1,2513,35000,27000,18000
78657,0.5,11.2,92.1,5868,65000,118250,194100
78659,0.3,14.4,93.3,3136,29000,26850,23000
78660,9.4,32,65.5,85450,712850,1039350,1334850
78662,0.7,11,94.4,2485,16000,26000,24000
78663,0,11.3,91.5,913,8000,17000,28000
78664,5.5,33.5,73.1,61361,756350,1328000,1299200
78665,8,26.9,71.5,46109,119000,226750,248050
78666,1.7,43.6,84.2,77355,742250,890650,1014050
78669,3,8.2,92.7,11375,49650,55350,56800
78672,0,0.6,100,1248,5000,8000,5000
78676,0.8,8.6,96.6,13231,146000,228400,289500
78681,8.9,22.7,79,57234,222250,345350,336000
78701,6.6,15.8,85.3,7875,92000,101050,157050
78702,1.9,47,73.2,22876,236950,388350,370600
78703,8,6.7,89.3,20788,81850,124400,66550
78704,3.1,26.1,89.1,47158,289050,376950,550800
78705,14.8,17.1,72,33075,38600,32550,43600
78717,24.4,13.8,65.9,27764,134000,197400,146550
78721,1.5,47.6,55,12447,52000,82600,68000
78722,2.6,13.4,79.3,7254,51200,94450,100000
78723,2.2,41.3,66.5,33170,281300,498650,503250
78724,0.3,66.1,57.7,24833,212550,381400,291500
78725,1.2,50,54.7,7517,27000,51000,59000
78726,17.9,14.1,70.9,14610,92000,150000,163050
78727,17.4,18.2,68.9,28999,212000,945400,316650
78728,8.3,28.8,62.6,21245,179200,210900,215150
78729,9.3,22.6,79,29434,173000,255350,271900
78731,8.3,10.1,83.9,27447,118500,140300,132000
78732,11.6,11,85.7,17762,60000,61000,62000
78733,12.2,8.5,82.2,8754,37000,44000,67000
78734,2.5,15.7,93,18722,206500,226950,227150
78735,7.9,18.8,86.5,17919,188950,275850,287900
78736,4.1,15,91.7,8199,21950,35400,60000
78737,3.1,14.2,90.1,15879,139000,241000,319000
78738,9.1,9.9,86.6,15746,98800,175700,170150
78741,4.4,54.5,70.5,52307,366900,544750,539150
78744,0.9,75.6,74.4,48432,372850,653650,622100
78745,2.7,40.3,86.6,62220,674400,1063250,1194700
78746,7.5,12.6,88,28268,129850,198250,246600
78747,2.2,59.6,78,20954,162000,180900,132000
78748,4.7,35.5,82.7,49142,267550,578800,902150
78749,9.5,19.5,82.3,37453,148250,199750,242700
78750,16.4,13.5,73.5,30758,400000,629850,567650
78751,6.7,17.5,82.8,14949,239850,176300,149000
78752,1.8,58.8,63.1,20302,344000,653300,540850
78753,6,61.3,59.8,58693,634650,1057800,1017700
78754,12.3,40.9,55.4,23858,208000,402000,521350
78756,4.6,12.6,84.9,8377,182000,226000,182600
78757,3.2,22.5,82.3,24059,309000,486600,456400
78758,6,46.6,66.6,46618,302050,502500,609250
78759,10.8,13.6,80.6,41847,209000,283450,359000
78801,1.2,73.9,87,22156,249000,516450,529300
78830,0,93.2,98.8,867,11000,20000,24000
78832,0,61.8,96.8,3631,8000,13000,21000
78834,0.2,88.3,92.5,8662,80000,121800,117300
78839,0,95.7,89.6,9251,25000,44000,44000
78840,0.6,82.2,92.6,48317,302350,422500,502000
78850,0,45.9,96.3,1306,14000,10000,9000
78852,0.5,95.5,93.2,55879,215000,586700,679200
78861,1.2,51.5,85.3,13782,124000,179700,200000
78872,0,80.2,98.5,1724,18000,30000,24000
78873,0.1,18,99.5,1920,107000,183050,284000
78881,0,61.8,96.6,2321,53000,96000,117000
78932,0,8.6,99.7,583,11700,40000,25000
78934,0.1,27.2,74.9,6238,190000,340700,396400
78935,0,29.3,94.2,1509,21000,24450,35000
78938,0,12.5,71.5,337,12000,22250,22400
78940,0,11.3,98.7,2387,14000,21000,20000
78941,0.9,28.1,88.4,2791,53000,94600,126550
78942,0.1,36.2,77.2,8499,159100,315750,328050
78944,0,9.2,84.1,521,14000,13000,11000
78945,1.4,21,87.8,10107,226000,363750,525200
78947,1,5.6,93.7,4605,31000,32000,27250
78950,0,7.3,84.2,2000,1000,13000,10000
78956,0.3,25.6,91.5,5518,97000,183550,186800
78957,1.3,10.8,77.4,9310,70950,211600,165800
78959,0.9,68.8,34.1,2047,19000,28400,28900
78962,0.2,15.6,80.3,5200,129000,186100,272100
79005,0.5,46.4,85.9,1653,15000,15000,19750
79007,0.6,26.8,86.7,14415,517150,633950,734600
79013,12.8,72.6,66.6,3707,75000,105850,55000
79014,0.3,35.4,92.5,4119,28000,34000,28700
79015,0.9,17.3,91.1,21576,58000,68000,69000
79019,0,8.6,93.8,1756,42000,56000,71000
79022,1.1,35.8,86.4,11488,109000,136000,161000
79027,1.7,67.1,92.1,5090,21000,30100,21400
79029,7.9,52,76.3,16010,320950,282150,246850
79034,1.3,24.6,89.6,634,29000,29750,87250
79035,0,71,78.8,4892,2000,6000,25000
79036,0.4,9.6,92.2,5253,35000,38600,110000
79040,0,44.9,89.2,1771,15000,17000,16000
79041,0.2,65.5,95.2,3199,2000,7000,18750
79045,0.5,73.2,87.4,19066,245000,322250,505650
79046,0.9,10.2,85.1,636,31000,71350,35550
79057,1.2,13.3,94.1,1595,6000,8000,6000
79065,0.6,29.3,84.4,21082,175450,228600,289250
79068,0.5,8.6,96.2,3043,43000,32000,33000
79070,0.2,54,88.1,10183,135000,161250,225900
79072,0.3,59.6,83.2,26829,590000,600500,293100
79079,0.1,20.8,83.6,2696,49000,69000,85000
79081,0,47.5,90.3,4065,69000,33000,47000
79083,0.7,17.8,90.3,2155,40000,33000,32000
79084,0,50,90.9,2384,55000,78000,80000
79086,0.2,38.3,93.8,2283,19000,19000,17000
79087,3.6,24.9,87.6,591,7000,7300,10000
79088,0.1,45.3,80.9,5756,16000,13550,13600
79092,0,11.4,96.9,985,37000,33000,42000
79095,0.1,30.2,78.1,2699,15000,31000,13000
79096,0,38.6,89.9,2231,23000,39000,36000
79097,0,20.6,97.4,1037,21000,28000,35000
79101,0,11.9,82.2,2185,131650,203500,240000
79102,9.5,34,76.3,9586,150250,177650,198850
79103,0.7,59.9,89.1,10880,204000,288150,332350
79104,0.9,72.6,93.2,6727,27000,26000,37000
79106,1.4,26.2,83.8,27883,387950,551900,593700
79107,11.5,53.8,65.4,35188,160600,240450,315350
79108,0.7,24.2,81.5,16479,74000,104000,80000
79109,1.9,16.9,86.7,44211,722000,946750,1009200
79110,0.9,27.7,88.6,19242,228000,368100,309150
79118,1.8,23.8,90.3,22279,153700,222800,197250
79119,2.3,14.6,93.9,15884,85000,117000,114750
79121,2.4,17,85.7,6582,49000,69000,48000
79124,6.8,11,86.8,8720,148000,195000,156000
79201,2.3,21.6,82.4,7066,33000,68050,65100
79225,0,36.4,89.8,1075,4000,6000,13000
79226,0.5,9.7,90.3,2967,72000,97900,118000
79227,0,21,84.7,1454,15000,19000,24000
79233,0,11.2,88.8,89,29000,26000,22000
79235,0,57.3,94.1,3621,34000,51500,90800
79241,0.6,57.6,93.5,2196,4000,14000,12150
79244,0,19.5,83.3,753,4000,3000,9000
79245,0.6,34.9,77.7,2467,26000,30000,35000
79248,0,34.7,79.4,1442,20000,19000,21000
79252,0.6,15.3,85.9,2996,153850,161000,148000
79311,0.1,41.6,92.6,3615,3000,7000,19000
79316,0,54.5,89.3,11510,69000,90150,100900
79322,0,51.8,84.7,1927,18000,19850,17000
79323,0,70.3,96.1,7367,77000,98350,159000
79325,0,38.6,91.8,2492,45000,51000,88000
79329,0.3,35.1,94.3,3216,15000,4850,29000
79331,0.8,56.1,77.7,12742,187000,276650,413000
79336,0.2,49.6,88,17229,123000,159650,348300
79339,0.6,52.7,83,6624,65000,113500,71000
79343,0.9,56.7,90,1653,3000,3000,4000
79346,0,61.8,90.8,2251,33000,26000,40000
79347,0.9,60.9,86.2,7212,25550,38100,45400
79350,0,55.5,79.6,339,2000,9000,10050
79355,0.2,57.1,96.8,1889,24000,36000,43000
79356,0.6,56.7,84,6372,37000,61300,105000
79357,0,58.6,97.7,2260,45000,49000,62000
79358,0,30.7,95.1,1080,13000,9000,17000
79359,0,79.2,95,2900,11000,27000,35050
79360,0.6,30.7,92.9,15623,227300,516200,788400
79363,0,30.7,93.7,5799,16000,14250,15000
79364,0,41.3,82.6,7710,92000,142900,146000
79370,0.1,28.3,87.2,1572,6000,10000,10000
79372,0,50.6,93.8,1191,19000,17000,6000
79373,0,46.2,80.4,2903,16000,17000,17000
79382,0.5,21.2,88.9,7122,13700,20000,20800
79401,4.7,28.5,72.7,7909,113000,175150,141900
79403,0.1,48.8,55.9,17401,137750,198400,168000
79404,0.2,54.3,63.7,10347,145000,163250,188850
79407,2.9,28.6,84.1,21028,130000,178700,164650
79410,1.1,20.9,89,9583,15000,8650,13700
79411,1.1,51.8,77,7894,29000,77800,82000
79412,0.8,58.5,74.5,17141,119000,154000,239950
79413,1.9,32,82.9,22149,176400,217500,214000
79414,1.4,37.1,79.4,18150,72000,121700,197550
79415,5.8,58.5,72.5,17343,124700,229700,175750
79416,4,31.7,82.3,33302,150200,222500,196250
79423,0.7,30,85.6,37960,368850,634700,689400
79424,3.1,20,85.6,45948,371000,470550,511050
79501,0,24.2,87.8,2959,37000,43350,46550
79504,0.7,8.1,94.2,3157,39600,49000,42950
79505,0,9.9,91.7,314,4000,6000,5000
79508,2.7,23.2,82.4,1403,4000,8000,8000
79510,0.2,8.9,92.7,7056,204000,243000,287500
79511,0,17.7,92.8,1278,16000,14250,16000
79512,0.4,39.5,76.6,7907,105000,133100,152800
79520,0,20.1,84.9,2219,70900,65900,65250
79521,1.1,31.5,90.5,3795,63750,49850,69450
79525,0,11.8,93.7,2261,28150,42350,66000
79526,0,30.2,95.2,835,7000,5000,9000
79529,0.1,30.3,89.1,1378,17000,14350,20000
79536,0.2,13.3,91.7,4593,18500,56800,109000
79543,0.3,28.2,94.3,1236,2000,1350,10000
79545,0.5,39.1,93.8,1913,46050,52500,65000
79547,0,25.4,93.8,771,4000,1000,3000
79549,0.2,40.6,87.3,16236,107400,134700,194450
79553,0,33.9,77.9,3279,51900,44250,47200
79556,0.3,36.9,86.6,12915,300250,211000,228900
79562,0,4.3,98,3805,10000,14000,24600
79563,0,21.7,82.8,1052,82650,64000,67000
79567,2.9,40.5,91.9,3517,15000,47000,55800
79601,2,26.1,66.1,28041,196000,364600,489050
79602,0.9,21.4,82.6,24027,191150,260050,272900
79603,0.9,44.7,67.9,23577,119000,209600,187050
79605,1.9,21.6,78.5,29672,575750,749900,789350
79606,4.1,16.5,78.4,23929,459250,618050,585950
79701,0.3,65.5,75.8,29315,1375000,2416100,2758550
79703,2.4,54.8,79.6,23083,401800,670900,626050
79705,1.7,36.2,82.4,39818,521000,719250,862550
79706,0.2,51.4,91.3,25344,532000,937150,1094000
79707,3.7,22.7,84.4,38489,564900,1068050,1073850
79714,0.2,55.4,91.8,17577,190000,433700,884650
79718,0,72.5,77.4,894,20000,64850,82000
79720,0.8,41.8,83.1,35231,870300,1285250,1620750
79731,0,63.7,50.3,4767,75000,90050,121850
79734,1.6,36,96.6,2129,17000,30750,42000
79735,0.3,71.1,84.2,13383,369000,510550,551100
79739,0,43.9,75.4,1149,31000,49700,35000
79742,0,59.3,81.8,494,19000,28000,43000
79744,1.6,56.2,51.5,1466,82000,74100,57000
79745,0,61.9,87.6,6842,167000,308000,411000
79752,0.4,57.2,40.8,2473,50000,66200,60000
79756,0.3,52.1,83.1,9622,341000,683050,1085250
79761,0.8,60.7,76.7,33922,514650,1046150,1096550
79762,1.2,45.5,83.6,44014,864000,1210500,1402300
79763,0.5,73.6,84.7,37282,478850,816800,1081900
79764,0.2,62.5,83,22105,433000,773200,867250
79765,7,38.5,80.1,13451,370000,744700,890850
79766,0,78.9,88.2,6519,144000,198000,256150
79772,1.2,75.5,77.6,13569,371000,899900,1012550
79778,0,28.6,73.2,903,24000,29000,29000
79782,0,51.3,81.5,4521,47000,101850,130000
79788,0,30.5,90,469,58000,135000,110000
79789,0,42.1,97.8,908,30000,62000,55000
79821,0.4,85.1,69.3,7269,66000,91050,82650
79830,1.8,46.7,92.8,7802,71000,115200,168050
79835,0,93,58.3,11835,6000,5000,13000
79836,0.2,91.2,66.7,5889,22000,27000,32000
79838,0,94.7,73.4,6719,6000,11000,12000
79843,4,66.8,93.4,2298,19000,20000,32000
79845,5.3,88.3,89.9,4785,16000,24000,26050
79855,0.3,82.8,83.2,2208,88600,159850,203000
79901,0.3,94.2,76.6,10284,16850,14950,20000
79902,2,78.3,79.3,20123,26050,33050,38000
79903,0.8,91.2,88.9,16495,47000,69850,63950
79904,1.5,73.5,80.2,34098,169000,175650,232350
79905,0,97.9,84.9,23108,18350,45100,65600
79906,4.1,27,68.8,5125,6000,9000,15000
79907,0,96.3,82.7,53505,70000,87500,146000
79912,3.2,69.7,75.5,81159,128000,209000,236550
79915,0.1,95.1,87.5,35622,49000,80850,109000
79922,1.2,65.8,81.4,8528,27000,52800,37000
79924,1.9,69.6,80.3,59587,255650,505050,585550
79925,0.6,76.3,88.5,39455,207000,399400,515600
79927,0.2,96.5,80.1,41162,50000,72000,72000
79928,0.7,91.4,85.6,56851,61000,127000,90000
79930,0.8,82.2,82.4,28324,30000,54000,68800
79932,0.6,79.2,72.3,28345,52000,103200,84450
79934,1.9,55.8,74.1,25846,15000,34000,53600
79935,0.5,82.7,89.2,18166,25000,32000,59000
79936,1.3,86.5,87.5,111918,191300,287850,292900
79938,0.8,83.6,83.4,77487,137000,197000,225950
