Zip Code,MONTHLY HOUSING COSTS - Median,Owner-occupied housing percentage,Renter-occupied housing percentage,Total population,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
78402,979,0.412903226,0.587096774,272,54000,68300,43650
78404,842,0.487029289,0.512970711,18467,125000,184450,166500
78405,554,0.552009012,0.447990988,15469,145600,253550,270900
78407,648,0.493344426,0.506655574,3456,28000,57000,62000
78408,681,0.472995883,0.527004117,12606,289000,426350,453950
78409,735,0.549382716,0.450617284,2733,17000,22000,23000
78410,1105,0.664201183,0.335798817,27087,581000,964900,767700
78411,879,0.62236868,0.37763132,26570,660000,851950,939300
78412,952,0.453729517,0.546270483,39286,325100,641400,619850
78413,1180,0.559072433,0.440927567,40070,377000,740500,672650
78414,1405,0.656583117,0.343416883,38343,292000,534850,412900
78415,830,0.581292089,0.418707911,40496,289650,445200,361350
78416,638,0.601021009,0.398978991,15493,61150,183250,203850
78417,706,0.766889384,0.233110616,4176,3000,37450,56000
78418,1066,0.584092726,0.415907274,31120,345000,758400,855800
78501,675,0.504960031,0.495039969,64340,643250,1020550,931050
78503,742,0.644495065,0.355504935,22877,154900,274600,260750
78504,995,0.690126849,0.309873151,53665,298000,466600,355300
78516,483,0.758937147,0.241062853,35223,100000,193450,217600
78520,644,0.607757186,0.392242814,62804,384750,412350,459700
78521,603,0.594299984,0.405700016,92975,475000,778450,1054600
78526,865,0.746590999,0.253409001,47125,60000,115500,109800
78535,714,0.751173709,0.248826291,678,13000,21000,17000
78537,466,0.745867072,0.254132928,45606,75000,99950,98850
78538,472,0.745554478,0.254445522,10912,2000,10000,6000
78539,824,0.582467651,0.417532349,34991,844700,1022100,840550
78541,718,0.535907754,0.464092246,44387,134000,267300,249350
78542,564,0.753585398,0.246414602,75822,85400,112700,122000
78543,525,0.671667381,0.328332619,8886,8400,20700,29350
78548,272,0.975460123,0.024539877,649,2000,3000,4000
78550,655,0.534713471,0.465286529,52746,265000,357250,339150
78552,750,0.788195329,0.211804671,38352,108000,170400,186000
78557,692,0.724612737,0.275387263,13859,36000,31400,37000
78558,438,0.781954887,0.218045113,1121,12000,14350,22000
78559,505,0.75953999,0.24046001,12579,40950,72650,47000
78560,687,0.652861446,0.347138554,4846,34000,73700,46000
78562,385,0.758145363,0.241854637,4099,7000,6100,8000
78566,666,0.745420088,0.254579912,18120,27000,67450,54000
78567,400,0.925714286,0.074285714,521,10000,7000,8000
78570,457,0.710907283,0.289092717,34560,48000,92800,75700
78572,642,0.691549063,0.308450937,78770,467000,606900,770150
78573,651,0.674223602,0.325776398,38420,84200,142850,123900
78574,603,0.759976449,0.240023551,61238,87000,127350,131450
78575,1039,0.788231149,0.211768851,9762,28000,59400,44700
78576,547,0.734362934,0.265637066,11044,35000,89700,109000
78577,648,0.610787104,0.389212896,76821,218550,258350,272250
78578,627,0.695860965,0.304139035,11727,52000,102500,116000
78580,472,0.730769231,0.269230769,14943,67450,81850,72700
78582,386,0.757601431,0.242398569,42644,161800,267650,309100
78583,404,0.857810674,0.142189326,6820,6000,9000,7000
78584,380,0.699902248,0.300097752,18757,83000,87500,86350
78586,503,0.754581571,0.245418429,56086,214950,242950,202000
78589,586,0.769025621,0.230974379,40709,144150,196550,202450
78593,386,0.70802005,0.29197995,6114,6900,13850,2950
78595,391,0.81339439,0.18660561,6330,5000,1000,15000
78596,582,0.709324656,0.290675344,65013,197600,222300,204450
78597,1075,0.67591425,0.32408575,2856,55000,60600,63000
78602,1002,0.747197186,0.252802814,28027,430350,643350,756200
78605,824,0.834881321,0.165118679,5955,72000,66350,52000
78606,800,0.79226361,0.20773639,5552,73000,115800,176350
78609,686,0.779768177,0.220231823,1948,43000,70000,81000
78610,1463,0.780396691,0.219603309,32692,233000,435450,712250
78611,734,0.720748151,0.279251849,13016,289350,398850,546850
78612,1043,0.787133891,0.212866109,12484,129000,251350,292650
78613,1574,0.712483136,0.287516864,77779,626950,793350,856450
78615,925,0.824512535,0.175487465,931,28000,48800,19000
78616,770,0.712478921,0.287521079,7518,14000,40000,58000
78617,1126,0.774386503,0.225613497,27900,154000,229650,245000
78620,1622,0.869237833,0.130762167,15452,202550,253500,383600
78621,951,0.764018692,0.235981308,22261,272000,461150,408050
78624,830,0.741325967,0.258674033,21687,296000,363750,588750
78626,1129,0.655748992,0.344251008,32529,253000,284950,331800
78628,1345,0.732883674,0.267116326,30322,383550,522250,550600
78629,636,0.648139535,0.351860465,12341,187000,366450,311100
78631,577,0.820419325,0.179580675,2729,34000,34300,38950
78633,1042,0.921902577,0.078097423,24727,46000,61000,105000
78634,1399,0.795002839,0.204997161,29770,135000,268000,374800
78636,776,0.728747567,0.271252433,3882,52000,70950,116650
78639,747,0.697738386,0.302261614,8046,113000,189800,184400
78640,1308,0.722533284,0.277466716,52981,511000,709600,758000
78641,1495,0.810684814,0.189315186,60135,440750,612150,624000
78642,1239,0.850480909,0.149519091,11087,202000,366300,451250
78643,720,0.7496677,0.2503323,5901,48000,88850,103650
78644,914,0.662619699,0.337380301,18287,223000,419750,348050
78645,1192,0.809782609,0.190217391,10705,112000,95550,96000
78648,578,0.678999657,0.321000343,7791,145000,197850,139900
78650,773,0.790575916,0.209424084,1663,20300,35000,29850
78652,1331,0.695243074,0.304756926,4965,52500,76000,20000
78653,1261,0.822804801,0.177195199,20822,299250,428550,674850
78654,853,0.748980453,0.251019547,18488,236000,365800,358150
78655,773,0.747982063,0.252017937,3415,4000,40650,44000
78656,770,0.591811414,0.408188586,2513,35000,27000,18000
78657,1021,0.821346595,0.178653405,5868,65000,118250,194100
78659,695,0.822,0.178,3136,29000,26850,23000
78660,1420,0.754715656,0.245284344,85450,712850,1039350,1334850
78662,780,0.902186421,0.097813579,2485,16000,26000,24000
78663,755,0.813218391,0.186781609,913,8000,17000,28000
78664,1236,0.556423867,0.443576133,61361,756350,1328000,1299200
78665,1564,0.736908606,0.263091394,46109,119000,226750,248050
78666,948,0.36261042,0.63738958,77355,742250,890650,1014050
78669,1761,0.876351669,0.123648331,11375,49650,55350,56800
78672,620,0.92776886,0.07223114,1248,5000,8000,5000
78676,1096,0.824878137,0.175121863,13231,146000,228400,289500
78681,1573,0.785110571,0.214889429,57234,222250,345350,336000
78701,1982,0.350566426,0.649433574,7875,92000,101050,157050
78702,1114,0.468054157,0.531945843,22876,236950,388350,370600
78703,1974,0.519489869,0.480510131,20788,81850,124400,66550
78704,1356,0.343342093,0.656657907,47158,289050,376950,550800
78705,1210,0.106332139,0.893667861,33075,38600,32550,43600
78717,1598,0.611009547,0.388990453,27764,134000,197400,146550
78721,969,0.578270193,0.421729807,12447,52000,82600,68000
78722,1428,0.456123433,0.543876567,7254,51200,94450,100000
78723,1062,0.427544336,0.572455664,33170,281300,498650,503250
78724,1053,0.604874214,0.395125786,24833,212550,381400,291500
78725,1123,0.79913522,0.20086478,7517,27000,51000,59000
78726,1283,0.462549514,0.537450486,14610,92000,150000,163050
78727,1332,0.477622324,0.522377676,28999,212000,945400,316650
78728,1126,0.28297936,0.71702064,21245,179200,210900,215150
78729,1268,0.429884329,0.570115671,29434,173000,255350,271900
78731,1528,0.560369544,0.439630456,27447,118500,140300,132000
78732,2516,0.785551063,0.214448937,17762,60000,61000,62000
78733,2425,0.905821918,0.094178082,8754,37000,44000,67000
78734,1811,0.802083333,0.197916667,18722,206500,226950,227150
78735,1601,0.533157236,0.466842764,17919,188950,275850,287900
78736,1483,0.817730731,0.182269269,8199,21950,35400,60000
78737,2305,0.922525919,0.077474081,15879,139000,241000,319000
78738,2253,0.727699531,0.272300469,15746,98800,175700,170150
78741,995,0.149677233,0.850322767,52307,366900,544750,539150
78744,1068,0.45374695,0.54625305,48432,372850,653650,622100
78745,1212,0.461422439,0.538577561,62220,674400,1063250,1194700
78746,2252,0.715800147,0.284199853,28268,129850,198250,246600
78747,1329,0.727529855,0.272470145,20954,162000,180900,132000
78748,1425,0.605844846,0.394155154,49142,267550,578800,902150
78749,1518,0.618928689,0.381071311,37453,148250,199750,242700
78750,1455,0.631008281,0.368991719,30758,400000,629850,567650
78751,1307,0.298673456,0.701326544,14949,239850,176300,149000
78752,1034,0.272945033,0.727054967,20302,344000,653300,540850
78753,1034,0.356845641,0.643154359,58693,634650,1057800,1017700
78754,1277,0.497814958,0.502185042,23858,208000,402000,521350
78756,1404,0.48045219,0.51954781,8377,182000,226000,182600
78757,1238,0.559184813,0.440815187,24059,309000,486600,456400
78758,1074,0.28576584,0.71423416,46618,302050,502500,609250
78759,1319,0.462302372,0.537697628,41847,209000,283450,359000
78801,564,0.708895265,0.291104735,22156,249000,516450,529300
78830,330,0.821705426,0.178294574,867,11000,20000,24000
78832,392,0.773333333,0.226666667,3631,8000,13000,21000
78834,545,0.689819919,0.310180081,8662,80000,121800,117300
78839,440,0.672579453,0.327420547,9251,25000,44000,44000
78840,634,0.629927007,0.370072993,48317,302350,422500,502000
78850,629,0.939759036,0.060240964,1306,14000,10000,9000
78852,571,0.675926507,0.324073493,55879,215000,586700,679200
78861,708,0.734704782,0.265295218,13782,124000,179700,200000
78872,348,0.723163842,0.276836158,1724,18000,30000,24000
78873,384,0.817054264,0.182945736,1920,107000,183050,284000
78881,460,0.82376502,0.17623498,2321,53000,96000,117000
78932,640,0.716814159,0.283185841,583,11700,40000,25000
78934,616,0.780326423,0.219673577,6238,190000,340700,396400
78935,863,0.972093023,0.027906977,1509,21000,24450,35000
78938,721,0.780952381,0.219047619,337,12000,22250,22400
78940,575,0.913419913,0.086580087,2387,14000,21000,20000
78941,513,0.798617966,0.201382034,2791,53000,94600,126550
78942,783,0.689869056,0.310130944,8499,159100,315750,328050
78944,570,0.878661088,0.121338912,521,14000,13000,11000
78945,674,0.784652797,0.215347203,10107,226000,363750,525200
78947,786,0.854651163,0.145348837,4605,31000,32000,27250
78950,565,0.883578431,0.116421569,2000,1000,13000,10000
78956,573,0.766291034,0.233708966,5518,97000,183550,186800
78957,809,0.757659398,0.242340602,9310,70950,211600,165800
78959,446,0.808080808,0.191919192,2047,19000,28400,28900
78962,633,0.838150289,0.161849711,5200,129000,186100,272100
79005,581,0.724422442,0.275577558,1653,15000,15000,19750
79007,638,0.749171701,0.250828299,14415,517150,633950,734600
79013,534,0.582627119,0.417372881,3707,75000,105850,55000
79014,769,0.684407796,0.315592204,4119,28000,34000,28700
79015,917,0.635241597,0.364758403,21576,58000,68000,69000
79019,717,0.799684543,0.200315457,1756,42000,56000,71000
79022,694,0.617453505,0.382546495,11488,109000,136000,161000
79027,614,0.578381795,0.421618205,5090,21000,30100,21400
79029,772,0.634402097,0.365597903,16010,320950,282150,246850
79034,564,0.80952381,0.19047619,634,29000,29750,87250
79035,604,0.701843611,0.298156389,4892,2000,6000,25000
79036,518,0.917525773,0.082474227,5253,35000,38600,110000
79040,720,0.644736842,0.355263158,1771,15000,17000,16000
79041,610,0.719043553,0.280956447,3199,2000,7000,18750
79045,667,0.650170926,0.349829074,19066,245000,322250,505650
79046,542,0.71314741,0.28685259,636,31000,71350,35550
79057,397,0.762081784,0.237918216,1595,6000,8000,6000
79065,612,0.749382716,0.250617284,21082,175450,228600,289250
79068,706,0.823788546,0.176211454,3043,43000,32000,33000
79070,661,0.713827305,0.286172695,10183,135000,161250,225900
79072,623,0.569678407,0.430321593,26829,590000,600500,293100
79079,531,0.613886537,0.386113463,2696,49000,69000,85000
79081,647,0.768211921,0.231788079,4065,69000,33000,47000
79083,441,0.790382244,0.209617756,2155,40000,33000,32000
79084,677,0.817617866,0.182382134,2384,55000,78000,80000
79086,623,0.735688185,0.264311815,2283,19000,19000,17000
79087,525,0.68,0.32,591,7000,7300,10000
79088,567,0.680041152,0.319958848,5756,16000,13550,13600
79092,635,0.8767507,0.1232493,985,37000,33000,42000
79095,524,0.797520661,0.202479339,2699,15000,31000,13000
79096,624,0.678403756,0.321596244,2231,23000,39000,36000
79097,718,0.889784946,0.110215054,1037,21000,28000,35000
79101,743,0.11299435,0.88700565,2185,131650,203500,240000
79102,720,0.519453749,0.480546251,9586,150250,177650,198850
79103,778,0.741657977,0.258342023,10880,204000,288150,332350
79104,687,0.604561102,0.395438898,6727,27000,26000,37000
79106,774,0.52133884,0.47866116,27883,387950,551900,593700
79107,658,0.597160995,0.402839005,35188,160600,240450,315350
79108,726,0.777982073,0.222017927,16479,74000,104000,80000
79109,913,0.595371631,0.404628369,44211,722000,946750,1009200
79110,900,0.702009406,0.297990594,19242,228000,368100,309150
79118,1069,0.779831045,0.220168955,22279,153700,222800,197250
79119,1344,0.757460841,0.242539159,15884,85000,117000,114750
79121,915,0.68555439,0.31444561,6582,49000,69000,48000
79124,1231,0.820389805,0.179610195,8720,148000,195000,156000
79201,703,0.552264808,0.447735192,7066,33000,68050,65100
79225,473,0.747989276,0.252010724,1075,4000,6000,13000
79226,510,0.731977819,0.268022181,2967,72000,97900,118000
79227,505,0.800687285,0.199312715,1454,15000,19000,24000
79233,563,0.675,0.325,89,29000,26000,22000
79235,471,0.784413693,0.215586307,3621,34000,51500,90800
79241,617,0.655937847,0.344062153,2196,4000,14000,12150
79244,475,0.725,0.275,753,4000,3000,9000
79245,390,0.623203285,0.376796715,2467,26000,30000,35000
79248,374,0.636932707,0.363067293,1442,20000,19000,21000
79252,435,0.749578415,0.250421585,2996,153850,161000,148000
79311,647,0.740169622,0.259830378,3615,3000,7000,19000
79316,591,0.693034557,0.306965443,11510,69000,90150,100900
79322,500,0.718707941,0.281292059,1927,18000,19850,17000
79323,587,0.78759058,0.21240942,7367,77000,98350,159000
79325,667,0.760186263,0.239813737,2492,45000,51000,88000
79329,697,0.750660793,0.249339207,3216,15000,4850,29000
79331,545,0.710957927,0.289042073,12742,187000,276650,413000
79336,658,0.667217995,0.332782005,17229,123000,159650,348300
79339,613,0.684119429,0.315880571,6624,65000,113500,71000
79343,554,0.611320755,0.388679245,1653,3000,3000,4000
79346,373,0.767295597,0.232704403,2251,33000,26000,40000
79347,639,0.71150519,0.28849481,7212,25550,38100,45400
79350,581,0.724770642,0.275229358,339,2000,9000,10050
79355,493,0.718894009,0.281105991,1889,24000,36000,43000
79356,592,0.644622991,0.355377009,6372,37000,61300,105000
79357,592,0.690629012,0.309370988,2260,45000,49000,62000
79358,583,0.845758355,0.154241645,1080,13000,9000,17000
79359,493,0.680318544,0.319681456,2900,11000,27000,35050
79360,711,0.792894086,0.207105914,15623,227300,516200,788400
79363,873,0.743656137,0.256343863,5799,16000,14250,15000
79364,600,0.658396947,0.341603053,7710,92000,142900,146000
79370,459,0.744680851,0.255319149,1572,6000,10000,10000
79372,689,0.718009479,0.281990521,1191,19000,17000,6000
79373,613,0.640207075,0.359792925,2903,16000,17000,17000
79382,1065,0.749290061,0.250709939,7122,13700,20000,20800
79401,920,0.111770215,0.888229785,7909,113000,175150,141900
79403,567,0.629534156,0.370465844,17401,137750,198400,168000
79404,590,0.612704286,0.387295714,10347,145000,163250,188850
79407,770,0.472151899,0.527848101,21028,130000,178700,164650
79410,1038,0.419405732,0.580594268,9583,15000,8650,13700
79411,823,0.388217054,0.611782946,7894,29000,77800,82000
79412,819,0.504060639,0.495939361,17141,119000,154000,239950
79413,953,0.571191661,0.428808339,22149,176400,217500,214000
79414,834,0.400387347,0.599612653,18150,72000,121700,197550
79415,725,0.393460925,0.606539075,17343,124700,229700,175750
79416,1000,0.486492781,0.513507219,33302,150200,222500,196250
79423,1078,0.711466629,0.288533371,37960,368850,634700,689400
79424,1194,0.691737519,0.308262481,45948,371000,470550,511050
79501,623,0.771144279,0.228855721,2959,37000,43350,46550
79504,498,0.841413311,0.158586689,3157,39600,49000,42950
79505,425,0.806722689,0.193277311,314,4000,6000,5000
79508,1102,0.829268293,0.170731707,1403,4000,8000,8000
79510,557,0.820007438,0.179992562,7056,204000,243000,287500
79511,790,0.902173913,0.097826087,1278,16000,14250,16000
79512,554,0.747651007,0.252348993,7907,105000,133100,152800
79520,604,0.737331954,0.262668046,2219,70900,65900,65250
79521,446,0.778135048,0.221864952,3795,63750,49850,69450
79525,536,0.718960539,0.281039461,2261,28150,42350,66000
79526,436,0.767241379,0.232758621,835,7000,5000,9000
79529,416,0.825426945,0.174573055,1378,17000,14350,20000
79536,740,0.748087432,0.251912568,4593,18500,56800,109000
79543,503,0.751552795,0.248447205,1236,2000,1350,10000
79545,578,0.830409357,0.169590643,1913,46050,52500,65000
79547,472,0.7,0.3,771,4000,1000,3000
79549,718,0.738064276,0.261935724,16236,107400,134700,194450
79553,594,0.697331461,0.302668539,3279,51900,44250,47200
79556,576,0.670081539,0.329918461,12915,300250,211000,228900
79562,869,0.931527464,0.068472536,3805,10000,14000,24600
79563,655,0.703703704,0.296296296,1052,82650,64000,67000
79567,461,0.639906469,0.360093531,3517,15000,47000,55800
79601,699,0.464377242,0.535622758,28041,196000,364600,489050
79602,863,0.71433869,0.28566131,24027,191150,260050,272900
79603,617,0.630133826,0.369866174,23577,119000,209600,187050
79605,820,0.549612196,0.450387804,29672,575750,749900,789350
79606,978,0.551699054,0.448300946,23929,459250,618050,585950
79701,802,0.654219255,0.345780745,29315,1375000,2416100,2758550
79703,1126,0.682786336,0.317213664,23083,401800,670900,626050
79705,1212,0.690775905,0.309224095,39818,521000,719250,862550
79706,966,0.78067505,0.21932495,25344,532000,937150,1094000
79707,1407,0.608791209,0.391208791,38489,564900,1068050,1073850
79714,792,0.73545169,0.26454831,17577,190000,433700,884650
79718,388,0.718644068,0.281355932,894,20000,64850,82000
79720,685,0.670157068,0.329842932,35231,870300,1285250,1620750
79731,549,0.772290809,0.227709191,4767,75000,90050,121850
79734,382,0.818467996,0.181532004,2129,17000,30750,42000
79735,629,0.697423109,0.302576891,13383,369000,510550,551100
79739,700,0.723514212,0.276485788,1149,31000,49700,35000
79742,362,0.725714286,0.274285714,494,19000,28000,43000
79744,555,0.649797571,0.350202429,1466,82000,74100,57000
79745,454,0.777777778,0.222222222,6842,167000,308000,411000
79752,515,0.738425926,0.261574074,2473,50000,66200,60000
79756,605,0.696401572,0.303598428,9622,341000,683050,1085250
79761,807,0.639853911,0.360146089,33922,514650,1046150,1096550
79762,1033,0.56677128,0.43322872,44014,864000,1210500,1402300
79763,657,0.677753592,0.322246408,37282,478850,816800,1081900
79764,660,0.745466847,0.254533153,22105,433000,773200,867250
79765,1483,0.71018914,0.28981086,13451,370000,744700,890850
79766,702,0.806741573,0.193258427,6519,144000,198000,256150
79772,504,0.715949821,0.284050179,13569,371000,899900,1012550
79778,528,0.794444444,0.205555556,903,24000,29000,29000
79782,790,0.758224943,0.241775057,4521,47000,101850,130000
79788,345,0.815028902,0.184971098,469,58000,135000,110000
79789,550,0.805755396,0.194244604,908,30000,62000,55000
79821,631,0.694084507,0.305915493,7269,66000,91050,82650
79830,636,0.530948678,0.469051322,7802,71000,115200,168050
79835,557,0.654086089,0.345913911,11835,6000,5000,13000
79836,526,0.80875576,0.19124424,5889,22000,27000,32000
79838,379,0.638118812,0.361881188,6719,6000,11000,12000
79843,591,0.694513716,0.305486284,2298,19000,20000,32000
79845,376,0.561823362,0.438176638,4785,16000,24000,26050
79855,386,0.685314685,0.314685315,2208,88600,159850,203000
79901,358,0.105879359,0.894120641,10284,16850,14950,20000
79902,642,0.414721502,0.585278498,20123,26050,33050,38000
79903,502,0.577457795,0.422542205,16495,47000,69850,63950
79904,753,0.435994462,0.564005538,34098,169000,175650,232350
79905,393,0.530460817,0.469539183,23108,18350,45100,65600
79906,1326,0,1,5125,6000,9000,15000
79907,573,0.597341866,0.402658134,53505,70000,87500,146000
79912,1039,0.539935543,0.460064457,81159,128000,209000,236550
79915,476,0.594018479,0.405981521,35622,49000,80850,109000
79922,1126,0.851266985,0.148733015,8528,27000,52800,37000
79924,765,0.617504712,0.382495288,59587,255650,505050,585550
79925,799,0.521827825,0.478172175,39455,207000,399400,515600
79927,622,0.744468625,0.255531375,41162,50000,72000,72000
79928,962,0.824448105,0.175551895,56851,61000,127000,90000
79930,653,0.470931363,0.529068637,28324,30000,54000,68800
79932,1010,0.721743027,0.278256973,28345,52000,103200,84450
79934,1122,0.689534477,0.310465523,25846,15000,34000,53600
79935,790,0.561839154,0.438160846,18166,25000,32000,59000
79936,956,0.688019321,0.311980679,111918,191300,287850,292900
79938,1118,0.752296157,0.247703843,77487,137000,197000,225950
