,Zip7,Similiarity7,Prediction7,Zip8,Similiarity8,Prediction8,Zip9,Similiarity9,Prediction9
84531,78959.0,0.9995445156593461,13846.213971665853,77545,0.9999996852261094,4929.010225275603,75240.0,0.902582886342759,9376.724663677129
84536,79521.0,0.9998773028614846,30589.9209486166,76020,0.9999999910465601,28309.801905174278,75778.0,0.999999555737671,21303.457530786232
85003,76043.0,0.99999777830633,336922.8925289652,76567,0.999999983166123,78502.09936249725,76901.0,0.9999887158521366,131330.93142340775
85004,75459.0,0.999987793654435,54793.93124639908,79906,0.9999999085999426,10438.243902439024,77375.0,0.9999967959977254,95768.69272637308
85006,77039.0,0.9999999660886567,166142.73023023023,79927,0.9999999838272643,48401.729750740975,77053.0,0.9999909861392472,193413.93404041673
85007,77378.0,0.999999790650468,163872.87925696594,78801,0.9999999491573917,345216.8487091533,78504.0,0.9999383729914022,98052.60411814031
85008,75052.0,0.9999999102808861,413305.2702027982,79912,0.9999999943422616,156314.14876969898,79932.0,0.9999720323205357,180847.2393720233
85009,79927.0,0.9999999428441956,83628.58947573004,78586,0.9999999999431158,183232.17023856222,77076.0,0.9999995548492173,328401.2633735488
85012,76050.0,0.9999961843861975,34192.44823386114,76634,0.9999999283025702,263638.93604980194,76126.0,0.9999903352327105,131633.04144228518
85013,76058.0,0.999999854462806,203814.96291786584,77385,0.9999999965217068,290790.24938501994,77346.0,0.9999941224668386,238635.5621273702
85014,78418.0,0.999999842840786,667986.6323907454,76120,0.9999999957614574,143088.80836090542,77373.0,0.9999535113344394,167033.73101021373
85015,77080.0,0.99999997625806,354654.2100076646,77583,0.9999999984729154,119664.48821796759,75006.0,0.9999934892923164,402885.78010553675
85016,76904.0,0.999999968838359,449777.86551050877,79705,0.9999999984991709,638018.716409664,77493.0,0.9999542391233375,278360.2021077908
85017,78753.0,0.9999999472313253,722289.0498015095,78244,0.9999999944644831,230878.01946567377,77081.0,0.9999804962091361,290731.8616359893
85018,76502.0,0.9999999849788251,762091.965466283,76502,0.9999999984019364,762091.965466283,79707.0,0.9999769478167856,1050262.5789186521
85019,76039.0,0.9999998357783075,377817.97629629634,78222,0.9999999913728869,323460.82930257556,77090.0,0.9999041695037842,157240.6271994995
85020,75232.0,0.9999999445558773,402838.88780360745,77389,0.9999999950487513,114666.14810400527,76107.0,0.9999972511432157,343022.8894055131
85021,77074.0,0.9999999863118787,251233.9346110485,78154,0.9999999990735317,894098.8692450317,78664.0,0.9998713034763242,874659.0179429932
85022,77080.0,0.9999999516423198,452304.52644257096,77388,0.9999999935254849,636066.9422569316,79087.0,0.9999642716632724,620586.4636209814
85023,76021.0,0.9999999515409399,484150.23257109436,77708,0.9999999988702509,554592.529296875,79087.0,0.9999429295128284,415173.6040609137
85024,75181.0,0.9999997993353072,29423.444976076556,77069,0.9999999809927805,423701.1569251015,77651.0,0.9999990279773386,580754.1822429907
85027,75238.0,0.9999999657536863,445390.65709352,76013,0.9999999990879398,332324.52742018155,77546.0,0.9999848153626393,360042.0657851936
85028,78374.0,0.9999991744667203,486333.4550704943,75672,0.9999999892650026,61269.79448683239,76049.0,0.9999958260823982,395623.07719889557
85029,78233.0,0.9999999928638964,743498.679245283,77539,0.999999997516732,732920.3065224023,76116.0,0.9999998355508136,497561.0928116652
85031,77039.0,0.9999999537393897,190171.61268411268,76105,0.9999999895992872,133207.62199344442,76106.0,0.9999922880342178,384585.71574277116
85032,75052.0,0.9999999571470459,487543.6122295051,77346,0.9999999992351853,812700.2214033812,77346.0,0.9999489864167271,812700.2214033812
85033,76010.0,0.9999999704008931,569765.7516475533,77073,0.9999999953577213,348271.05656848993,79836.0,0.9999843509182624,299471.21752419765
85034,78560.0,0.9999972993287511,42525.79446966571,79836,0.9999991140272488,20539.98981151299,78140.0,0.9998024830963431,88736.61670235546
85035,75061.0,0.9999999814457047,566394.0299051122,77080,0.9999999857215678,516834.57790430315,79835.0,0.9998034509677314,29105.196451204058
85037,78251.0,0.9999999973794805,1252448.9935408905,77055,0.9999999961719124,547477.9403595316,77085.0,0.9998831640140836,170135.86563594907
85040,76522.0,0.9999999688533957,528733.11008447,76106,0.9999999934859037,394943.16895303177,77587.0,0.9999439602046533,508741.9738477013
85041,78245.0,0.9999999649313367,434690.42710682517,78521,0.9999999982132293,528751.5396611992,79744.0,0.9999387660340756,3192062.210095498
85042,75050.0,0.9999999945924413,625380.2390438247,77055,0.999999996687891,468520.725284981,77085.0,0.9998463856443892,145598.8877148101
85043,78704.0,0.9999999741943284,304746.1459349421,77049,0.9999999981662716,436953.6875166671,77048.0,0.9999953754410749,183030.2455812868
85044,78413.0,0.999999971362328,686465.5964562017,79424,0.9999999971702241,418782.1265343432,76060.0,0.999998419793013,436609.603299293
85045,79906.0,0.9999711813187843,13112.780487804877,79124,0.9999996751657501,133583.94495412844,78738.0,0.999964788906272,80687.7969008002
85048,76123.0,0.9999999612140763,46626.871245837356,75077,0.9999999979941115,288845.52665763797,77384.0,0.9999975077382629,1081838.2710053425
85050,75189.0,0.9999997311095007,167687.51956181534,76182,0.9999999917087318,116496.63752521855,76016.0,0.9999261927352588,381077.45066216565
85051,77080.0,0.9999999841856319,389214.8779152524,78230,0.9999999943513413,651376.0353848883,76112.0,0.9999491782415737,256652.3282184906
85053,76053.0,0.9999999661107997,266301.4885333857,78418,0.9999999920847384,720967.4035989717,79201.0,0.9999986779306075,272561.335975092
85054,75454.0,0.9999902718142457,73204.42829567389,75844,0.9999998253956482,45416.87697160883,75205.0,0.9998914198536356,10007.5791995374
85083,78703.0,0.9999993073442005,76239.25101019819,78703,0.9999999692264429,76239.25101019819,78732.0,0.999875595110377,66498.3110010134
85085,76118.0,0.9999990985346785,135965.03247947054,77019,0.9999999914541775,152084.3918041906,78732.0,0.999988704763436,73761.85114288931
85086,78253.0,0.9999998888056719,456674.7050111683,76248,0.9999999958745944,640266.9494773964,75605.0,0.9999454639293235,773310.1705673643
85087,76050.0,0.9999908055303993,40247.78145119192,75765,0.9999998443032545,19294.28460843762,76226.0,0.9999451735491273,32334.704637137038
85118,75758.0,0.9999937678996106,382076.93827160494,75462,0.999999975429624,142573.43255495682,78947.0,0.9999958541768132,83737.0249728556
85119,77656.0,0.9999985744841214,548092.6842684268,75965,0.9999999897625005,285879.5385678593,76305.0,0.9999703349423986,81894.93433395872
85120,78332.0,0.9999990742418547,862094.3175866765,78628,0.9999999984697231,527399.8169645802,77316.0,0.9999985259404002,83490.8800300865
85121,78140.0,0.9999321837333799,42209.3147751606,75001,0.9999996678345208,25921.31080249025,76002.0,0.9990345770224126,15372.523175367114
85122,75227.0,0.9999999373183682,163909.51458326125,78249,0.9999999952188108,518387.8198115538,75115.0,0.9999971867977894,516094.5586803368
85123,75462.0,0.9999992705559998,127294.84218629714,78336,0.9999999753109653,633186.5995941833,75704.0,0.9999968992708499,177435.44214958893
85128,77048.0,0.9999999367613734,79049.86291780902,78114,0.999999975802449,440178.3792226338,79084.0,0.9999932476252545,538736.5771812081
85131,76541.0,0.9999997779675797,322452.0843497588,78380,0.9999999861179182,232101.6330929288,78219.0,0.9999722623647574,597836.8343917929
85132,75212.0,0.9999999730678775,181048.4820061256,79601,0.9999999959126504,463886.2451410435,77378.0,0.9999991630496621,394766.55727554177
85135,79742.0,0.9981551672206393,26299.595141700403,78567,0.9999141882386732,7124.760076775432,78019.0,0.9999992924884428,13611.694352159468
85137,76638.0,0.9999784807974459,5673.158065563129,77420,0.9999988072077166,108611.15812917595,77518.0,0.9999813060518308,41510.57902403496
85138,78626.0,0.9999999233412831,315872.3615850472,76706,0.9999999977956835,676106.25,76053.0,0.9999786330163919,324586.4445316845
85139,77085.0,0.9999998573080033,59727.61247983983,77568,0.9999999717743472,181863.83631713554,77493.0,0.9999468573074869,144432.700773746
85140,77375.0,0.9999999884301871,733152.522513607,76522,0.9999999988766562,739699.6692271944,75831.0,0.9999984650963445,1043756.9091541943
85141,76238.0,0.9995339770017942,20282.5,78548,0.9997218290345488,1973.8058551617876,78222.0,0.9999994852105789,5313.448261606515
85142,78640.0,0.9999999762222238,807707.2459938468,77386,0.999999997728872,397192.8113570378,77833.0,0.9999784246135381,2309723.9504473503
85143,78759.0,0.9999999738374281,249020.37899968933,79707,0.9999999994266314,1020182.135155499,78248.0,0.9999961128879501,362472.7804063457
85145,76554.0,0.9999502838233066,64675.71115973742,78164,0.9999993229320309,255291.33858267716,77535.0,0.9999999790389692,42503.01483102358
85147,79512.0,0.9999693566669612,64151.27102567345,78840,0.9999999976670376,33324.65798787176,78653.0,0.9999921492565103,78436.46383632696
85172,77419.0,0.9998930378371991,52756.27970128988,78359,0.9999926551455938,27293.1906614786,77037.0,0.9999982477698265,22697.275177163392
85173,76066.0,0.9999913052045543,13844.347009082368,79041,0.999997624547818,6448.5776805251635,77703.0,0.9999927717477174,38508.18169092945
85192,78950.0,0.9999667214091261,8375.0,76635,0.9999907161518512,53382.895816242824,79072.0,0.9999994954656141,36835.14107868351
85193,78208.0,0.9999971966903348,135266.75170068027,79766,0.9999994990949245,133883.11090658075,78801.0,0.9999926966580377,102749.21465968587
85194,76834.0,0.99999415712713,283206.393718452,76446,0.9999999726467009,114138.87723627391,75901.0,0.9999992979803329,187655.2469428382
85201,78043.0,0.9999999789595007,287666.424645905,76543,0.9999999970793089,518860.7516406891,77518.0,0.9999872947708146,861415.1675163874
85202,79761.0,0.9999999835296134,1195970.0784151878,76706,0.9999999989257699,727125.0,76116.0,0.9999822152541998,431230.7336961979
85203,77301.0,0.9999999276365847,482956.5674035408,77571,0.9999999983227108,1174102.1592550972,78626.0,0.9999954821512622,330886.7887116112
85204,76010.0,0.9999999671835259,583486.9544912045,75149,0.9999999991890813,846612.2587235873,78215.0,0.999995639560854,1021046.5376023827
85205,77033.0,0.9999997023727484,81639.52916610535,76021,0.9999999930465626,600448.845500376,75951.0,0.9999935183614128,808457.3295171728
85206,79603.0,0.9999996006677734,288615.68265682657,77340,0.9999999986232048,435027.1387959866,76234.0,0.9999871200287119,584776.8333224691
85207,78247.0,0.9999999104098716,1320760.423560556,76210,0.9999999949539881,136277.8130959949,75840.0,0.9999836103167329,889746.5827338129
85208,79930.0,0.9999997042929563,70842.11269594691,77354,0.999999999106913,498006.6176470588,79410.0,0.9999996212277391,53121.632056767194
85209,77590.0,0.9999998861348048,788907.8690001287,77339,0.9999999976451628,525457.271212231,75449.0,0.9999756411189724,304293.80053908355
85210,75050.0,0.9999999782881137,555893.545816733,78723,0.9999999955330344,596996.9490503467,78412.0,0.9999871568223712,626571.3791172429
85212,76262.0,0.9999999148947273,403396.2175352972,77833,0.9999999986905249,1206222.3675154853,76210.0,0.9999966122917867,88667.1510307874
85213,76021.0,0.999999986151918,506274.9129599198,77340,0.9999999978569605,420306.60200668895,75449.0,0.9999932624066628,260530.9973045822
85215,76692.0,0.999997770124794,200279.28524156188,76008,0.9999999885331284,45670.35018978817,78669.0,0.9999928857594216,79168.74725274724
85224,75104.0,0.9999999580480526,444004.2826552462,75248,0.9999999915047212,248635.23573200995,76051.0,0.9999717629177343,462346.90916126536
85225,75227.0,0.999999991176842,205511.40193059543,77373,0.9999999975009487,430149.9442107974,78664.0,0.9999346418062753,1494542.6313130492
85226,78154.0,0.9999999550683238,817718.4550701173,78759,0.9999999894157928,255909.01259349534,77840.0,0.9998834713190119,133274.6887201917
85233,77354.0,0.9999999155631423,476535.96256684494,76013,0.9999999959758691,332577.0749796497,76244.0,0.9999195077665805,151419.0394280646
85234,75098.0,0.9999999836962284,485172.38420068217,77546,0.9999999906185476,513842.0160349018,75202.0,0.9999679378614297,699737.8018728438
85248,76049.0,0.999999717564619,660200.9394384882,76262,0.9999999853038459,418151.80407878687,78738.0,0.9999395195129933,352770.0304839324
85249,75087.0,0.9999999041219819,543070.8547266687,75075,0.9999999915105786,314579.04154955054,77019.0,0.9999723808170782,273225.0834414982
85250,77318.0,0.9999999119966229,351707.3945714841,77656,0.9999999881052526,444777.5271971642,75605.0,0.9999594770634774,327775.43211483996
85251,75604.0,0.999999962570512,726234.1060035989,76502,0.9999999994043907,817927.9679033471,77354.0,0.9999877695331224,544419.1510695188
85253,75078.0,0.9999962181642031,187281.1581194508,77656,0.9999999470213135,464817.7545532331,75225.0,0.9998318073033458,102122.17173590504
85254,75234.0,0.9999998073817061,838232.4281199177,75703,0.9999999904576019,631189.4465107174,78703.0,0.9997808619806231,181012.6058302867
85255,75032.0,0.9999997102276785,449957.95089015574,76248,0.9999999956709607,619060.0700212108,75205.0,0.9998477323345305,57570.29862459213
85256,78014.0,0.9999950550568748,213964.2094017094,76115,0.99999994128688,60785.98974859654,78617.0,0.999683609686826,44283.76344086021
85257,77071.0,0.9999999114420087,215595.49873128196,79605,0.9999999969877073,798853.771232138,76502.0,0.9999940073888804,636465.9938814136
85258,75402.0,0.9999992029456504,475581.5958891973,75205,0.9999999956959388,34981.64057659741,75503.0,0.9999109855310729,378664.25181355147
85259,78260.0,0.9999990504656152,219638.01196832335,75205,0.9999999945424887,32835.63256371071,78703.0,0.9999998247644393,90728.76419087934
85260,77354.0,0.9999998347497411,513808.05481283425,75077,0.9999999908064173,318936.3754456759,75205.0,0.9999605000174155,54629.15616868366
85262,75152.0,0.9999747871883947,192154.02641670217,75657,0.9999998360531336,97134.35311463325,76245.0,0.9998547239146354,17359.550561797754
85263,76453.0,0.9995959059109109,37302.873986735445,75651,0.999999551018222,9237.226277372263,75651.0,0.9999999791817177,9237.226277372263
85264,76853.0,0.9999556492434344,9184.126984126984,75226,0.9999979245771288,17569.937369519834,77598.0,0.9999344784477776,23643.262181538335
85266,78669.0,0.9999958946982118,60916.62857142857,75462,0.9999999481508451,143490.37721324095,75225.0,0.9999388663017744,69072.74666172106
85268,77356.0,0.9999994000425524,421484.2398022249,77632,0.9999999956991017,352447.59105431306,77632.0,0.9999620541463136,352447.59105431306
85281,77081.0,0.999999895148549,437088.86035182123,77004,0.9999999978675285,127857.39599383668,76040.0,0.9999637805886114,500410.84176960465
85282,75060.0,0.9999999713463354,961514.2794541129,76179,0.9999999992776066,407594.54583595553,76179.0,0.9999959782404785,407594.54583595553
85283,77077.0,0.9999999743798971,477212.01585954946,78664,0.9999999970139014,1070001.6492560422,77057.0,0.9999386142957777,663214.1639671068
85284,78735.0,0.9999998347697385,286210.34655951784,76308,0.9999999530857616,140345.06482103196,77019.0,0.9999677115246196,131648.80400519192
85286,78258.0,0.999999937645732,228562.3961188705,78759,0.9999999754963327,283179.0606256123,78705.0,0.999987587222805,48790.63340891912
85295,77407.0,0.999999891583562,282216.1108457753,76210,0.9999999975305679,122538.82481155208,78751.0,0.9999681952664398,513309.0842196802
85296,78665.0,0.9999999637415476,209031.54481771454,79109,0.9999999955713874,910238.5266110244,75201.0,0.9999937311494973,268724.135660191
85297,76262.0,0.9999998761896999,421277.1192841787,76132,0.9999999900036667,221218.10263207724,78751.0,0.9999994641036324,387885.9455481972
85298,78023.0,0.9999993008650239,264114.3211033744,75230,0.9999999906795776,138577.9223138694,79124.0,0.9999758262814228,520828.8990825688
85301,78046.0,0.9999999819062796,89424.24896719494,78245,0.9999999986804661,464797.72265035904,77471.0,0.9999716200196596,2030804.8510441072
85302,78230.0,0.9999999900430605,597333.248714083,78108,0.999999997082807,296201.18796198524,78154.0,0.9999758696842154,858105.491865354
85303,76140.0,0.9999999631674941,419403.76268642105,75234,0.9999999936262806,580452.207800178,77449.0,0.9999466135376899,151131.05684373007
85304,78006.0,0.9999997954471361,690144.4542558895,75088,0.9999999974303788,570077.693289993,75098.0,0.9999601428379316,261837.69758315914
85305,78362.0,0.9999978978991384,216124.613909357,79765,0.9999999945607191,668408.5272470448,76120.0,0.9999754608918251,63024.851635943494
85306,76086.0,0.9999998994425227,739834.4292053247,78132,0.9999999839410786,389328.0741511257,79121.0,0.9999917649787561,182413.70404132482
85307,78642.0,0.9999987610426084,309770.7946243348,76905,0.9999997700934642,35457.26254855663,77057.0,0.999991911828653,123046.85771243459
85308,78504.0,0.9999999700940134,438919.47265443025,76028,0.9999999943517754,1033264.6539443224,76021.0,0.9999858893975269,954919.0666518118
85310,76266.0,0.9999994443459678,194527.6248461688,75672,0.9999999908743274,60295.766674870785,75965.0,0.9999899974306208,252176.53500611347
85321,79845.0,0.9999876115906815,23954.858934169282,77963,0.9999996275392409,91677.51627441161,78217.0,0.9999938432903517,139735.0531017957
85322,76621.0,0.999860049112569,10950.385887541344,79547,0.9999294874293254,2972.7626459143967,77957.0,0.9999899735998536,28251.9896397457
85323,77090.0,0.9999999407195489,255423.7702353953,77091,0.9999999994254614,311128.94133006287,78363.0,0.9999963205973099,1124360.5863898809
85324,77871.0,0.9999764877062084,38289.719626168226,76640,0.999999766032817,13350.852272727272,78932.0,0.9999996798542811,124013.72212692969
85325,78830.0,0.9972164641920013,25074.971164936564,76228,0.9999955283515483,11642.648490749758,77660.0,0.9999873742953274,25795.55837563452
85326,78045.0,0.9999999829054889,381781.87775287847,76133,0.9999999984367308,621171.310415115,79762.0,0.9999947780731937,1602742.2638251465
85331,77316.0,0.9999996429411903,79790.89883414817,77345,0.9999999848266637,157536.69302165695,75503.0,0.9999835248579025,451392.3444976077
85332,78609.0,0.9996987666668093,55626.28336755647,77872,0.9999982867208469,71804.81927710843,76443.0,0.999999738304133,18882.124352331604
85333,79742.0,0.9996763864907819,33668.01619433198,78830,0.9999137861601561,13702.42214532872,79766.0,0.9999988653220447,18041.41739530603
85334,77538.0,0.9999064932465596,47463.355408388525,79789,0.9999883101555319,51123.348017621145,76705.0,0.9999985282237842,24893.662017940154
85335,77053.0,0.9999999917757575,240448.09840592445,78412,0.9999999977426087,542759.2526599807,75115.0,0.9999957953513041,315351.39469614526
85336,78161.0,0.9994320715955387,23980.891719745225,78548,0.9988620164751777,2320.4930662557786,76932.0,0.9999794772082792,41451.20192307692
85337,77962.0,0.9999830192450954,113953.96475770924,79041,0.9999944575055604,5713.347921225382,76711.0,0.9999906910081673,50203.23131010236
85338,75104.0,0.9999999833246623,480210.8137044968,75154,0.9999999970774347,770399.1448104413,78154.0,0.999971849995541,1029977.6564907425
85339,76014.0,0.9999998979653504,432759.81268624944,77338,0.9999999940292787,987451.8904177514,77035.0,0.9999518038033745,537967.3311762864
85340,76123.0,0.9999999479270995,43559.59665120912,77008,0.9999999980173409,351716.7956858311,77707.0,0.9999818753361092,1305642.0407708588
85342,78672.0,0.99990573339073,5144.2307692307695,76556,0.9999984354008633,8670.257611241217,75462.0,0.9999533644450104,14716.96176546061
85344,77836.0,0.999999664552293,218768.5243719847,78064,0.9999999890634494,417262.82412626833,77445.0,0.999998443411522,304757.83023832797
85345,75149.0,0.9999999858394845,714755.8578418195,78745,0.9999999993794235,965042.0644487303,79567.0,0.999980909002643,754686.0961046346
85347,78850.0,0.9997260205296418,7182.235834609494,78019,0.9993395279110988,27516.74418604651,78959.0,0.998889780255641,13013.776257938447
85349,76522.0,0.9999999547915475,487216.0356469205,78211,0.999999924574373,517934.3953430145,79838.0,0.99996128594355,49068.61140050603
85350,75240.0,0.999999849137403,213193.64663677127,75233,0.9999999655309079,41716.509376149035,78204.0,0.9999980314806006,82900.31315240083
85351,79905.0,0.9999922748325021,56316.448848883505,76020,0.9999999756601403,448588.3217868225,75758.0,0.9999750302574615,886311.6049382717
85353,78109.0,0.9999999838198523,892354.5257276832,77803,0.9999999955056476,986061.942565912,75203.0,0.9999926565202445,519518.0722891566
85354,75754.0,0.9999950305391696,44001.96741469413,78101,0.9999998907560297,257565.0412386051,78263.0,0.9999994641103307,57824.290220820185
85355,78732.0,0.9999973352879779,39044.53327328004,75785,0.9999999553965677,142255.79796498304,77340.0,0.9999909652875838,135952.70735785953
85356,78956.0,0.9999877964711091,166219.52700253716,79356,0.9999999523300498,48072.20652856246,79603.0,0.9999850635903392,39644.09594095941
85361,76579.0,0.9999974739556653,49460.61643835616,75561,0.999999840583078,33985.67932654659,75103.0,0.9999901818446996,123837.17333715185
85362,79087.0,0.9970165962642834,8263.451776649747,76649,0.9999794214128516,12406.562054208272,75833.0,0.9999999753479046,11333.578856152513
85363,77358.0,0.9999986224316281,90728.29194211184,78101,0.9999999717289758,243488.64129648387,76537.0,0.9999954583919727,417344.0357650884
85364,78046.0,0.9999999692527421,98393.68945315311,79912,0.9999999989532811,191334.18351630747,78227.0,0.9999872855029178,930807.8685759043
85365,78221.0,0.9999999377230252,879771.6129593281,78155,0.9999999963627697,1005272.7295708779,78723.0,0.9999904451598055,736219.066927947
85367,75460.0,0.9999941697406041,372680.36533789255,79118,0.9999999905950371,186085.5738587908,75126.0,0.9999883558103523,203717.34537480253
85373,78633.0,0.9999977126851758,46166.29595179359,77656,0.9999999742080985,469965.9332599927,76064.0,0.9999843245717359,271823.4636871508
85374,77016.0,0.9999996061562648,149309.85403926074,79109,0.9999999993299779,993518.948904119,75482.0,0.9999966018258601,853000.5644706072
85375,78028.0,0.999990206162437,766476.2226820774,77356,0.999999974915683,488208.83227750304,75938.0,0.9999570280243161,188530.90096798213
85379,78748.0,0.9999999851280731,545562.1667819788,79424,0.9999999936088044,474359.6239226952,76502.0,0.9999702205830517,932680.718674652
85381,78132.0,0.9999999252524169,396716.4573891077,76049,0.9999999898274953,504928.53813331417,75166.0,0.9999989062295612,317254.2272615233
85382,77339.0,0.9999999521326393,520004.55764075066,76248,0.9999999979275684,622507.720221819,76310.0,0.9999813487677895,167249.81376975172
85383,75028.0,0.9999999355293948,407021.53604216257,75703,0.9999999999544481,633180.2339238523,77345.0,0.9999930506141174,248266.71708490892
85387,75758.0,0.9999946498907933,332624.09876543214,75167,0.9999999834026311,23461.473247927657,75482.0,0.9999961159228656,199097.81469236352
85388,78750.0,0.9999998695923318,524907.3834449574,75032,0.9999999966269982,316767.0116882703,78266.0,0.9999986740565492,303561.2214645716
85390,75758.0,0.9999951923181671,274110.02469135803,77480,0.9999999743189047,246484.58425792976,76577.0,0.9999974761644916,126677.1368166717
85392,78759.0,0.9999999024738714,255428.09520395726,78230,0.9999999976436657,568149.8425860234,75181.0,0.999950961907717,45107.65550239234
85395,77062.0,0.9999998382987607,167305.24019109958,76132,0.9999999971426545,190776.23177428517,76132.0,0.9999611717578318,190776.23177428517
85396,75791.0,0.9999988102700182,171325.89689478444,75751,0.999999996435309,281392.23152856715,75701.0,0.9999901506125909,344578.3719463241
85501,78578.0,0.9999997304994944,110628.67741110259,75706,0.9999999802783746,225468.56428060858,77515.0,0.9999994846765432,243859.45394757643
85530,79521.0,0.999940772067843,32622.529644268776,76105,0.9999990475740895,8167.499192096394,77545.0,0.9947887469538974,9591.320498482186
85533,79521.0,0.999995841769351,52763.833992094864,78215,0.9999984718623859,47945.27177959792,78147.0,0.9999972694336278,124124.86085343228
85534,75846.0,0.9999926261630973,65303.65217391304,78597,0.9999965907121018,58584.24369747899,79363.0,0.9999999388842608,7141.748577340921
85536,76678.0,0.9980181808723539,54193.37016574586,78932,0.9999913625815957,24742.710120068612,75833.0,0.9999984146218996,9775.0
85539,79036.0,0.9999977279218515,37541.86179326099,78401,0.9999991102614825,54420.93663911846,78217.0,0.9999699021016052,149477.88657811438
85540,75851.0,0.9999745867898684,23171.70045510964,76511,0.99999830536715,39042.174973858484,75401.0,0.9999937391300191,24030.13807753585
